genres,app_name,price,metascore,release_year
['Strategy'],Hyperdevotion Noire: Ultimate Blossom Aizen Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Moru Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Tsunemi Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Ai Masujima Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Lady Wac Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Disc,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Wyn Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Generia G Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Vio Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Saori Set,0.99,72,2016
"['Adventure', 'Casual', 'Indie']",Caveman World: Mountains of Unga Boonga,1.99,72,2016
['Strategy'],Khaaneph Fleet Pack,6.99,72,2016
"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean - The New Captain Package,9.99,72,2016
"['Action', 'Indie']",Dashy Square,2.99,72,2016
"['Action', 'Indie']",Amaranthine - Original Soundtrack,0.99,72,2016
"['Action', 'Adventure', 'Indie']",Cornerstone: The Song of Tyrim,19.99,58,2016
"['Adventure', 'Casual', 'Indie']",Endorlight,2.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Big Pharma: Marketing and Malpractice,5.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Primeval Thule Campaign Setting,19.99,72,2016
['Adventure'],King's Quest - Chapter 3: Once Upon a Climb,9.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Crobot - “Nowhere to Hide”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Crobot - “Legend of the Spaceborne Killer”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Crobot - “Fly on the Wall”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Crobot Song Pack,7.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Noire Set,0.99,72,2016
"['RPG', 'Strategy']",Hyperdevotion Noire: Goddess Black Heart (Neptunia),29.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Blanc Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Neptune Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Vert Set,0.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Lee-Fi Set,0.99,72,2016
"['Action', 'Indie']",Depth - Specimen 7 Tiger Skin,5.99,72,2016
['Strategy'],Hyperdevotion Noire: Ultimate Lid Set,0.99,72,2016
"['Action', 'Adventure', 'Indie', 'RPG']",The East New World,4.99,72,2016
"['Adventure', 'Indie']",Wailing Heights,9.99,70,2016
['Adventure'],Wailing Heights - Original Soundtrack and PDF Comic Artbook,4.99,72,2016
"['Action', 'Adventure', 'Indie']",Epistory - Original Soundtrack,4.99,72,2016
['Action'],Ori and the Blind Forest: Definitive Edition,19.99,88,2016
['Action'],Ori and the Blind Forest (Original Soundtrack),9.99,72,2016
"['Action', 'Indie']",Rot Gut - OST,1.99,72,2016
"['Action', 'Indie', 'Strategy']",Awesomenauts - 8-Bit Yoolip Skin,7.99,72,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",The Orphan Dreams,3.99,72,2016
"['Casual', 'Indie', 'Simulation', 'Strategy']",Townopolis,3.99,72,2008
"['Adventure', 'Casual', 'Indie', 'RPG']",The Orphan Dreams Soundtrack,0.99,72,2016
"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",Snooker Nation Championship,4.99,72,2016
"['Action', 'Indie', 'Strategy']",Emerge: Cities of the Apocalypse,7.99,72,2016
"['Action', 'Casual']",PICO PARK,4.99,72,2016
['Action'],Block N Load Theme Music,2.99,72,2015
"['Action', 'Indie', 'Strategy']",Awesomenauts - Skree Announcer,4.49,72,2016
"['Action', 'Adventure', 'Casual']",Abandoned Knight,2.99,72,2016
"['Adventure', 'Indie']",NORTH,1.99,72,2016
"['Action', 'Casual', 'Indie', 'Simulation']",State of Anarchy,0.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Falling Stars: War of Empires,19.99,72,2016
['Sports'],BASEBALL STARS 2,7.99,72,2016
"['Action', 'Indie']",Missileman Origins,1.99,72,2017
['Simulation'],Train Simulator: DB BR 648 Loco Add-On,19.99,72,2016
"['Casual', 'Indie', 'Strategy']",Boss Monster,4.99,72,2016
"['Action', 'Massively Multiplayer']",Hero Battle,0.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company,19.99,78,2016
"['Action', 'Casual', 'Simulation']",Blaster Simulator,4.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company - Real Mars Map Pack DLC,2.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company - Soundtrack DLC,9.99,72,2016
"['Sports', 'Strategy', 'Early Access']",Ultimate Fight Manager 2016,14.99,72,2016
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Hero Siege - Zombie Hunter (Skin),4.99,72,2016
"['Action', 'Casual', 'Indie', 'Early Access']",Bunny Bash,15.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Airline Director 2 - Tycoon Game,4.99,72,2016
['Simulation'],FSX: Steam Edition - YF-23 Black Widow II Add-On,12.99,72,2016
"['Adventure', 'Indie']",The Detail Episode 3 - Devil in The Detail,3.99,72,2016
"['Action', 'Adventure', 'Indie']",Back in 1995,9.99,52,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Pharaonic,14.99,72,2016
"['Action', 'Casual', 'Indie']",Vega Tank,4.99,72,2016
"['Adventure', 'Indie']",N.E.R.O.: Nothing Ever Remains Obscure,14.99,59,2016
"['Action', 'Adventure', 'Indie']",Cubium Dreams,3.99,72,2016
"['Action', 'Indie']",City Z - Soundtrack,0.99,72,2016
"['Action', 'Casual']",Mr Nibbles Forever,0.99,72,2016
"['Adventure', 'Indie']",Hare In The Hat: The Abyss,0.99,72,2016
"['Casual', 'Indie']",Puzzle Galaxies,0.99,72,2016
"['Action', 'Casual', 'Indie']",Zombillie,4.99,72,2016
"['Casual', 'Indie', 'Strategy']",Abrix the robot - bonus soundtrack DLC,0.99,72,2016
"['Animation &amp; Modeling', 'Audio Production', 'Software Training', 'Utilities', 'Video Production']",ScriptVOX Studio,29.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Life in Bunker Soundtrack,1.99,72,2016
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Starter Pack 1,14.99,72,2016
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Starter Pack 2,14.99,72,2016
"['Indie', 'Simulation', 'Strategy']",CitiesCorp Concept - Build Everything on Your Own,19.99,72,2016
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",OH! GUIDE!,1.99,72,2016
"['Action', 'Indie', 'RPG']",Crypt of the NecroDancer Extended Soundtrack 2,4.99,72,2016
"['Adventure', 'Casual', 'Indie']",The Pit And The Pendulum,3.99,72,2016
"['Casual', 'RPG']",Aselia the Eternal -The Spirit of Eternity Sword-,14.99,72,2011
"['Action', 'Indie', 'Strategy']",Squad - Original Soundtrack Vol. 1 & 2,6.99,72,2016
"['Adventure', 'Indie', 'RPG', 'Simulation']",Melting Hearts: Our Love Will Grow 2,4.99,72,2016
"['Casual', 'RPG']",Aselia the Eternal Soundtrack,7.99,72,2016
['Casual'],Secret Of The Royal Throne,6.99,72,2016
"['Action', 'Casual', 'Indie']",Experience,1.99,72,2016
"['Action', 'Indie', 'RPG', 'Early Access']",Event Horizon,5.99,72,2016
"['Indie', 'Early Access']",Sector Six,9.99,72,2016
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Atulos Online - Premier Edition,4.99,72,2016
"['Action', 'Casual', 'Indie', 'Sports', 'Early Access']",Hover Cubes: Arena,14.99,72,2016
"['Action', 'Indie']",Wicce,4.99,72,2016
"['Action', 'Indie']",Insane Insects: The Inception,9.99,72,2016
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Adventurer Pack,29.99,72,2016
"['Adventure', 'Casual', 'Indie']",Pitfall Planet,9.99,72,2016
"['Adventure', 'Indie']",Kathy Rain,14.99,77,2016
"['Action', 'Indie']",Fleeting Ages,1.99,72,2016
"['Adventure', 'Indie']",The Grandfather,0.99,72,2016
"['Casual', 'Indie']",Fragments of Him,9.99,69,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against Song Pack II,11.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Re-Education (Through Labor)”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Audience of One”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Help Is On The Way”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Paper Wings”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Ready to Fall”,2.99,72,2016
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC -Classic Black Panther Pack,2.99,72,2016
"['Action', 'Indie']",Share,4.99,72,2016
['Action'],Shadow Complex Remastered,14.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Influent DLC - हिन्दी [Learn Hindi],4.99,72,2016
"['Education', 'Software Training']",Hazard Perception Test UK 2016/17 Bundle - Driving Test Success,19.99,72,2016
"['Indie', 'Simulation', 'Early Access']",Parkitect,19.99,72,2016
"['Action', 'Indie']",UTOPIA 9 - A Volatile Vacation,11.99,72,2016
"['Action', 'Adventure', 'Indie', 'Strategy']",Planet R-12,4.99,72,2016
"['Casual', 'Indie']",Hyposphere,2.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: The Crypt of the Sun Lord,6.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Devil of Dark Wood,6.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Tarin's Crown,5.99,72,2016
"['Action', 'Casual', 'Indie']",Galaxy Cannon Rider,9.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Of Monsters and Men - “Little Talks”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Variety Song Pack I,9.99,72,2016
"['Simulation', 'Strategy']",TransOcean 2: Rivals,24.99,69,2016
"['Action', 'Adventure']","LEGO® MARVEL's Avengers DLC - All-New, All-Different Doctor Strange Pack",2.99,72,2016
"['Adventure', 'Indie', 'Strategy']",March of the Living - Soundtrack,1.99,72,2016
"['Action', 'Casual', 'Indie']",Assassins vs Pirates,7.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – The Presidents of the United States of America - “Peaches”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Nazareth - “Hair of the Dog”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Arch Enemy - “Nemesis”,2.99,72,2016
"['Action', 'Adventure', 'Indie']",Dungeon of Zolthan,0.99,72,2016
"['Adventure', 'Indie']",OddPlanet,6.99,72,2016
"['Action', 'Casual', 'Indie']",Super Mega Neo Pug,0.99,72,2016
['Adventure'],Blues and Bullets - Episode 2,4.99,72,2015
"['Action', 'Indie', 'Racing', 'Early Access']",SUPER IMPOSSIBLE ROAD,12.99,72,2016
"['Adventure', 'Indie', 'RPG']",The Deed: Dynasty,2.99,72,2016
"['Indie', 'RPG']",GOD's DEATH,3.99,72,2016
"['Action', 'Indie', 'Strategy']",Natural Selection 2 - Shadow Fade,4.99,72,2016
"['Adventure', 'Casual', 'Indie']",Impossible Geometry,1.99,72,2016
"['Casual', 'Indie', 'Racing']",Riff Racer - Race Your Music!,9.99,72,2016
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",VRC PRO Deluxe Off-road tracks 3,9.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Neon Space,0.99,72,2016
"['Adventure', 'Indie']",Grimsfield,3.99,72,2016
"['Action', 'Indie']",Rocket Fist,4.99,72,2016
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Ogrest Anime Pack,19.99,72,2016
['RPG'],FINAL FANTASY X/X-2 HD Remaster,29.99,72,2016
"['Casual', 'Simulation', 'Strategy']",New Yankee in Santa's Service,4.99,72,2016
"['Action', 'Indie']",Neon Drive,9.99,72,2016
"['Adventure', 'Casual']",Princess Isabella: The Rise of an Heir,9.99,72,2016
"['Action', 'Indie']",Insincere,3.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Mini's Magic World,6.99,72,2016
['Strategy'],XCOM 2: Alien Hunters,9.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Mini's Magic World - Soundtrack,2.99,72,2016
"['Action', 'Adventure', 'RPG']",Goliath - Original Soundtrack,4.99,72,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Goliath,11.99,57,2016
['Indie'],Summit Kragg Promo,1.99,72,2016
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",Madness Cubed,2.99,72,2016
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Spellweaver - Vampire Overlord Deck,4.99,72,2016
['Adventure'],The House in Fata Morgana,24.99,72,2016
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Spellweaver - Soldier Reverence Deck,4.99,72,2016
['Adventure'],The House in Fata Morgana Original Soundtrack,11.99,72,2013
"['Action', 'Adventure', 'Indie', 'RPG']",Sins Of The Demon RPG,1.99,72,2016
"['Casual', 'Indie', 'Strategy']",Autumn,2.99,72,2014
"['Action', 'Adventure', 'Casual', 'Indie']",Gal-X-E,1.99,72,2016
"['Action', 'Casual', 'Indie']",SMASHING THE BATTLE,11.99,72,2016
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Forge of Gods: Spring Rush Pack,24.99,72,2016
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",Race & Destroy,1.99,72,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",The Official AppGameKit Tier 2 Starter's Guide,14.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Call of Cthulhu: Secrets of San Francisco,13.99,72,2016
"['Casual', 'Indie']",Evo Explores,3.99,72,2016
"['Action', 'Adventure']",Homefront®: The Revolution,29.99,54,2016
"['Action', 'Indie', 'RPG']",Salt and Sanctuary,17.99,84,2016
"['Indie', 'RPG', 'Strategy']",Overfall,14.99,71,2016
"['Action', 'Adventure']",Homefront®: The Revolution - Expansion Pass,14.99,72,2016
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - Marvel’s Agents of S.H.I.E.L.D. Pack,2.99,72,2016
"['Casual', 'Free to Play', 'Indie', 'Simulation']",AdVenture Capitalist - Savvy Investor Bundle,9.99,72,2016
"['Action', 'Casual', 'Indie', 'Strategy']",Cosmic Dust & Rust,0.99,72,2016
"['Casual', 'Indie', 'Early Access']",TribeQuest: Red Killer,0.99,72,2016
['Action'],SHOCK TROOPERS,7.99,72,2016
"['Casual', 'Indie', 'Simulation', 'Strategy']",Romopolis,3.99,72,2009
"['Indie', 'Strategy']",Duskers,19.99,83,2016
"['Adventure', 'Strategy']",htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,9.99,72,2016
"['Adventure', 'Indie', 'RPG', 'Simulation']",Shoppe Keep - Original Soundtrack,4.99,72,2016
['Strategy'],Sengoku Jidai – Genko MP skirmishes,1.99,72,2016
"['Action', 'Indie']",Arkshot,4.99,72,2016
"['Action', 'Indie', 'Strategy']",Retool OST,3.99,72,2016
['Strategy'],Wargame Red Dragon - Nation Pack: Netherlands,5.99,72,2016
"['Action', 'Indie', 'Strategy']",Retool,7.99,72,2016
"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Elite Dangerous: Commander Pack,11.99,72,2016
"['Action', 'Adventure', 'Indie', 'Simulation']",GiAnt - A GiAnt Soundtrack,2.99,72,2016
"['Indie', 'Strategy']",One Troll Army: Costume Sets,1.99,72,2016
"['Action', 'Adventure', 'Indie']",Systematic Immunity,6.99,72,2016
"['Action', 'Adventure', 'Indie', 'Racing', 'Sports', 'Strategy']",GROOVY,3.99,72,2016
"['Action', 'Adventure', 'Indie']",Systematic Immunity OST,0.99,72,2016
['Simulation'],FSX: Steam Edition - Treasure Hunt Add-On,16.99,72,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",A Princess' Tale,3.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Survive in Space,4.99,72,2016
"['Adventure', 'Indie', 'RPG']",Detective Hunt - Crownston City PD,4.99,72,2016
"['Action', 'Indie']",METAGAL,3.99,72,2016
['Indie'],Panda Maypul,1.99,72,2016
"['Action', 'Indie']",PixBit,1.99,72,2016
"['Action', 'Casual', 'Indie']",Genesis of Drones,0.99,72,2016
"['Action', 'Indie', 'Strategy']",Soulcaster: Part I & II,4.99,72,2011
"['Casual', 'Indie']",Grandpa's Table,4.99,72,2016
"['Casual', 'Indie', 'Simulation']",Bridge Constructor Trains - Expansion Pack,2.99,72,2016
"['Adventure', 'Casual']",Off the Record: The Linden Shades Collector's Edition,9.99,72,2016
"['Adventure', 'Indie', 'Strategy']",The Mahjong Huntress,4.99,72,2016
"['Indie', 'Simulation']",The Dolls: Reborn,4.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “The Red”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “Vitamin R (Leading Us Along)”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “Hats Off to the Bull”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle Song Pack,7.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Warriors' Wrath,2.99,72,2016
['Strategy'],Panzer Corps: U.S. Corps '43,4.99,72,2016
['Strategy'],Panzer Corps: U.S. Corps '44-'45,4.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",OmniBus,9.99,55,2016
"['Action', 'Indie', 'Early Access']",Gamma Bros 1.5,4.99,72,2016
"['Action', 'Adventure']",Ghrian,4.99,72,2016
"['Action', 'Indie', 'RPG']",Sunken,9.99,72,2015
"['Adventure', 'Casual', 'Indie']",A Long Way Home,1.99,72,2016
"['Casual', 'Indie']",Forgotten Tales: Day of the Dead,9.99,72,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Vairon's Wrath,12.99,72,2016
"['Action', 'Indie']",Hyper Bounce Blast,4.99,72,2016
"['Adventure', 'Indie', 'Strategy']",The Incredible Baron,4.99,72,2016
"['Indie', 'RPG', 'Strategy']",WizardCraft,7.99,72,2016
"['Adventure', 'Indie']",BUDDY,9.99,72,2016
"['Action', 'Adventure']",Call of Duty®: Black Ops III - C.O.D.E. Valor Calling Cards,3.99,72,2016
"['Indie', 'Strategy']",War for the Overworld - Heart of Gold Expansion,7.99,72,2016
"['Adventure', 'Casual', 'Indie']",ZeGame,4.99,72,2016
"['Free to Play', 'Indie', 'Strategy']",Istrolid - Paint Job,9.99,72,2016
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",The HinterLands,2.99,72,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Diib's Dilemma,1.99,72,1999
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",Robot,14.99,72,2016
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",ParaKrieger,18.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Kingdom Wars 2 - Soundtrack,3.99,72,2016
"['Casual', 'Indie', 'Strategy']",KNIGHTS,0.99,72,2016
"['Indie', 'RPG', 'Simulation', 'Strategy']",Planar Conquest,19.99,53,2016
"['Casual', 'Indie']","Resette's Prescription ~Book of memory, Swaying scale~",12.99,72,2016
"['Adventure', 'Indie']",Demetrios - Original Soundtrack,1.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Everclear - “Santa Monica”,2.99,72,2016
"['Action', 'Racing']",TRON RUN/r Outlands Pack,6.99,72,2016
"['Casual', 'Simulation']","Rocksmith® 2014 – Filter - “Hey Man, Nice Shot”",2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – 90s Mix Song Pack,7.99,72,2016
"['Indie', 'RPG', 'Strategy']",Solitairica,9.99,72,2016
"['Adventure', 'Indie', 'RPG', 'Strategy']",Renowned Explorers: More To Explore,7.49,72,2016
"['Adventure', 'Indie']",Glitchspace Original Soundtrack,4.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Beyond Flesh and Blood,14.99,72,2016
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Spanish Paint Jobs Pack,0.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Reel Big Fish - “Beer”,2.99,72,2016
['Indie'],Magma Tsunami,0.99,72,2016
"['Casual', 'Indie', 'Simulation']",Runeous - PDF Artbook,1.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Music Wars Empire,14.99,72,2016
['Simulation'],Summer Sale,0.99,72,2016
"['Adventure', 'Indie', 'Simulation']",Investigator,1.99,72,2016
"['Action', 'Indie']",Timore Inferno,4.99,72,2016
"['Adventure', 'Casual', 'Indie']",Projector Face,4.99,72,2016
['Simulation'],FSX: Steam Edition - Fairchild PT-26 Cornell Add-On,19.99,72,2016
['Action'],Golden Saki Pigtails,0.99,72,2016
"['Indie', 'Simulation', 'Strategy']",Turmoil,9.99,73,2016
"['Action', 'Indie']",Brigador Deluxe DLC Upgrade,9.99,72,2016
"['Indie', 'Strategy']",Medieval Battlefields - Black Edition,9.99,72,2016
"['Indie', 'Strategy']",The Battle for Sector 219,6.99,72,2016
"['Action', 'Adventure']",Call of Duty®: Black Ops III - The Giant Zombies Map,5.99,72,2016
['Action'],Japanese Iris,0.99,72,2016
['Action'],Golden Wavy Long 'Do,0.99,72,2016
['Action'],Jet Spanglette (Black) & Jet Spanglette (Red),2.99,72,2016
['Action'],Red Swan,0.99,72,2016
['Action'],Strawberry Banana Surprise (X),1.99,72,2016
['Action'],Strawberry Banana Surprise (Y),1.99,72,2016
"['Action', 'Adventure', 'RPG']",Anima Gate of Memories,19.99,72,2016
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Home Behind,5.99,72,2016
"['Indie', 'RPG', 'Strategy']",A Healer Only Lives Twice,4.99,72,2016
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Planet Centauri,14.99,72,2016
"['Adventure', 'Casual', 'Indie']",Rescue Lucy,2.99,72,2016
"['Adventure', 'Casual', 'Indie']",Impossible Quest,1.99,72,2016
"['Education', 'Software Training']",The Highway Code UK Edition - Driving Test Success,3.99,72,2016
"['Education', 'Software Training']",Teaching You Road Signs - Driving Test Success,6.99,72,2016
['Indie'],So Much Blood,2.99,72,2016
"['Adventure', 'Casual']",Otherworld: Spring of Shadows Collector's Edition,9.99,72,2016
"['Action', 'Adventure']",Just Cause™ 3 DLC: Kousavá Rifle,2.49,72,2016
"['Indie', 'Simulation', 'Strategy']",8-Bit Armies - Guardians Campaign,3.99,72,2016
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Zombicide,9.99,72,2016
"['Casual', 'Indie']",Sudoku Quest,5.99,72,2016
"['Adventure', 'Casual', 'Indie', 'Simulation']",Mystic Destinies: Serendipity of Aeons - Tatsuya Epilogue,1.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie']",POPixel,0.99,72,2016
"['Casual', 'Indie']",Fantasy Mosaics 14: Fourth Color,9.99,72,2016
"['Casual', 'Indie']",Akin,2.99,72,2016
"['Action', 'Adventure', 'Indie']",Ghost 1.0 - Soundtrack,3.99,72,2016
"['Action', 'Adventure', 'Indie']",Ghost 1.0,12.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Good Charlotte - “The River”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Good Charlotte - “Girls & Boys”,2.99,72,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Good Charlotte - “I Just Wanna Live”,2.99,72,2016
"['Action', 'Casual', 'Indie']",Death Goat,2.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Yellow: The Yellow Artifact,0.99,72,2016
"['Action', 'Indie']",GentleMoon 2,2.99,72,2016
['Simulation'],TS Marketplace: Torpedopfannenwagen Pack,4.99,72,2016
['Simulation'],TS Marketplace: BR Blue-Grey Coaches Pack 01,4.99,72,2016
"['Free to Play', 'Massively Multiplayer', 'RPG']",UFO Online: Invasion - Adrenaline Kit,1.99,72,2016
"['Free to Play', 'Massively Multiplayer', 'RPG']",UFO Online: Invasion - Mod Kit,9.99,72,2016
"['Action', 'Adventure']",Z.I.O.N. - Soundtracks,1.99,72,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities', 'Early Access']",Swanky Paint,9.99,72,2016
"['Action', 'Indie']",Broken Bots,6.99,72,2016
"['Casual', 'Indie']",Space Radiance,1.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands: The Great Northwest Trail Guide,7.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Grim Prairie Tales,9.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Don't Drink the Water,4.99,72,2016
"['Indie', 'RPG']",Celestian Tales: Old North - Alternate Costume Pack,1.99,72,2016
"['Free to Play', 'Massively Multiplayer', 'Simulation']",War Thunder - Panzer Pack,9.99,72,2016
['Adventure'],Tick's Tales,7.99,72,2016
"['Simulation', 'Strategy']",Thirty Years' War,29.99,72,2015
"['Action', 'Casual', 'Indie', 'Simulation']",Doodle Kingdom,4.99,72,2016
['Simulation'],I Get This Call Every Day,2.0,72,2012
"['Action', 'Indie', 'Early Access']",Deathwave,4.99,72,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Dyna Bomb - Soundtrack OST,1.99,72,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: The Flood,14.99,72,2016
['Action'],Shmups Skill Test シューティング技能検定,4.99,72,2016
"['Action', 'Indie']",RefRain - prism memories - Chronicle Visual Book,9.99,72,2016
"['Action', 'Adventure', 'Indie']",EeOneGuy Adventure,0.99,72,2016
"['Casual', 'Indie', 'Strategy']",Pick a Hero,0.99,72,2016
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Egyptian Memories,4.99,72,2016
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Time Fantasy: Monsters,7.99,72,2016
"['Action', 'Adventure']",Just Cause™ 3 DLC: Mech Land Assault,11.99,72,2016
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Skyforge Battlepack,4.99,72,2016
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Fantasy Historica,4.99,72,2016
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Futuristic Characters Pack,9.99,72,2016
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - PVG Sci Fi Tiles,9.99,72,2016
['Racing'],Trials of the Blood Dragon,14.99,54,2016
